25.799722, 65.131944, "FI Radar FI 60"
22.36442, 60.339018, "FI Radar FI 60"
25.482283, 60.32805, "FI Radar FI 60"
23.147457, 63.830683, "FI Radar FI 60"
25.549517, 61.170176, "FI Radar FI 60"
29.869026, 62.715333, "FI Radar FI 60"
26.08182, 60.92846, "FI Radar FI 60"
24.74435, 60.3055, "FI Radar FI 60"
30.315109, 62.231445, "FI Radar FI 60"
28.158361, 62.909667, "FI Radar FI 60"
25.19492, 65.59755, "FI Radar FI 60"
21.72692, 61.20334, "FI Radar FI 60"
25.57643, 62.02241, "FI Radar FI 60"
25.752059, 62.238923, "FI Radar FI 60"
21.802615, 61.526531, "FI Radar FI 60"
26.353356, 60.889152, "FI Radar FI 60"
21.61399, 61.12561, "FI Radar FI 60"
23.017971, 62.01106, "FI Radar FI 60"
24.73364, 60.30855, "FI Radar FI 60"
25.667966, 61.051303, "FI Radar FI 60"
27.838389, 62.969972, "FI Radar FI 60"
23.705486, 60.073214, "FI Radar FI 60"
27.355556, 61.703056, "FI Radar FI 60"
22.383302, 60.383947, "FI Radar FI 60"
25.56868, 62.02107, "FI Radar FI 60"
25.734739, 62.232607, "FI Radar FI 60"
25.468617, 60.34165, "FI Radar FI 60"
26.35425, 60.888917, "FI Radar FI 60"
21.56484, 61.13523, "FI Radar FI 60"
22.920278, 62.824167, "FI Radar FI 60"
26.19267, 66.62122, "FI Radar FI 60"
25.675376, 61.026771, "FI Radar FI 60"
25.751813, 62.238884, "FI Radar FI 60"
23.548089, 60.01032, "FI Radar FI 60"
27.3375, 61.704722, "FI Radar FI 60"
24.572586, 60.186732, "FI Radar FI 60"
21.644719, 63.10338, "FI Radar FI 60"
22.50747, 62.93685, "FI Radar FI 60"
25.101283, 60.39545, "FI Radar FI 60"
22.02595, 62.972067, "FI Radar FI 60"
22.914453, 62.821981, "FI Radar FI 60"
25.85062, 66.54511, "FI Radar FI 60"
25.675975, 61.025222, "FI Radar FI 60"
21.85061, 61.09753, "FI Radar FI 60"
25.73417, 62.23222, "FI Radar FI 60"
23.438441, 59.982159, "FI Radar FI 60"
25.285139, 60.627139, "FI Radar FI 60"
24.571363, 60.185873, "FI Radar FI 60"
21.844474, 63.160695, "FI Radar FI 60"
25.659479, 64.506159, "FI Radar FI 60"
25.097217, 60.39555, "FI Radar FI 60"
26.757333, 60.909694, "FI Radar FI 60"
22.74176, 62.7913, "FI Radar FI 60"
25.814643, 66.54223, "FI Radar FI 60"
24.286944, 60.096944, "FI Radar FI 60"
22.14504, 61.13139, "FI Radar FI 60"
21.727499, 61.203506, "FI Radar FI 60"
27.37387, 62.64208, "FI Radar FI 60"
25.280249, 60.628039, "FI Radar FI 60"
22.124611, 60.549056, "FI Radar FI 60"
26.988056, 65.365, "FI Radar FI 60"
24.164697, 61.408309, "FI Radar FI 60"
25.06735, 60.394733, "FI Radar FI 60"
22.561412, 63.440763, "FI Radar FI 60"
22.59333, 62.72875, "FI Radar FI 60"
22.29306, 60.30361, "FI Radar FI 60"
24.304522, 60.341459, "FI Radar FI 60"
21.84736, 61.09776, "FI Radar FI 60"
27.727949, 62.982563, "FI Radar FI 60"
27.365924, 62.650209, "FI Radar FI 60"
21.735855, 61.429897, "FI Radar FI 60"
22.737417, 60.707028, "FI Radar FI 60"
22.156048, 61.296232, "FI Radar FI 60"
22.45108, 62.69103, "FI Radar FI 60"
22.566562, 63.44426, "FI Radar FI 60"
26.975, 65.348333, "FI Radar FI 60"
25.00145, 60.4147, "FI Radar FI 60"
25.65803, 64.5098, "FI Radar FI 60"
21.55201, 61.13345, "FI Radar FI 60"
25.865556, 64.261667, "FI Radar FI 60"
23.049095, 62.957613, "FI Radar FI 60"
21.73671, 61.430834, "FI Radar FI 60"
22.577361, 60.652222, "FI Radar FI 60"
21.756378, 61.464716, "FI Radar FI 60"
22.72617, 62.50839, "FI Radar FI 60"
23.205556, 61.631389, "FI Radar FI 60"
25.717278, 60.972108, "FI Radar FI 60"
22.36657, 60.47541, "FI Radar FI 60"
27.003209, 65.375914, "FI Radar FI 60"
24.97729, 60.44069, "FI Radar FI 60"
25.375, 65.3053, "FI Radar FI 60"
21.706796, 61.263614, "FI Radar FI 60"
22.744542, 62.791845, "FI Radar FI 60"
23.028606, 62.971434, "FI Radar FI 60"
24.981389, 60.438056, "FI Radar FI 60"
22.725129, 62.508659, "FI Radar FI 60"
23.045068, 61.756571, "FI Radar FI 60"
24.521879, 60.377888, "FI Radar FI 60"
24.2573, 64.459333, "FI Radar FI 60"
27.740379, 62.98418, "FI Radar FI 60"
27.73404, 63.09807, "FI Radar FI 60"
25.36884, 65.344357, "FI Radar FI 60"
21.69197, 60.87529, "FI Radar FI 60"
21.706793, 61.264148, "FI Radar FI 60"
26.588, 60.867056, "FI Radar FI 60"
22.3052, 60.308276, "FI Radar FI 60"
22.42603, 62.6252, "FI Radar FI 60"
23.187654, 61.644616, "FI Radar FI 60"
25.617679, 60.9795, "FI Radar FI 60"
24.474, 64.66325, "FI Radar FI 60"
28.130267, 62.918147, "FI Radar FI 60"
27.737801, 63.100295, "FI Radar FI 60"
25.368327, 65.342413, "FI Radar FI 60"
21.688863, 60.8761, "FI Radar FI 60"
21.802808, 61.524112, "FI Radar FI 60"
24.468967, 64.660483, "FI Radar FI 60"
22.260833, 60.288056, "FI Radar FI 60"
22.42691, 62.62456, "FI Radar FI 60"
26.106561, 60.923675, "FI Radar FI 60"
24.78775, 60.28621, "FI Radar FI 60"
30.323757, 62.228781, "FI Radar FI 60"
27.820783, 62.972223, "FI Radar FI 60"
25.19341, 65.599534, "FI Radar FI 60"
26.081944, 60.928444, "FI Radar FI 60"
